"id","betweennessG","indegreeG","outdegreeG","totaldegreeG","inclosenessG","outclosenessG","totalclosenessG","com_mod"
"JozseDiaz",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Tit_o_fher1",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"mau_tmz",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"benchas1",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"Superdropknee",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Bris1402",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"icary84",0,0,2,2,6.77409632874178e-10,6.77480161939519e-10,6.77480161939519e-10,23
"marcos_aceituno",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"tlalpancentro4",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"JEduardoCarreon",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"shioNoihs",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"MarioMunoz_",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"Acido44",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"cesmanmx",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"MonikeSanchez",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"jsuarezzzzz",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"sregnifnet",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"TipicoProfeUP",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"jymelgar",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"mikegoofy",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"bageetavo",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"chgamez",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"GalindoGilberto",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"GerardoMortonM",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"CAFERNANDEZR",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"peloncharles",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"LouisCarreon",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Lobitogriis",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"jako_survivor",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Blanca_Gomez_",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Caro_navagoytia",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"gera_elizalde",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"el_christensen",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"CastroMarioA",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"courcoul",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"laerikilla",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"OMCG28",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"DSalazarA35",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"nesovargas",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"_B_A_D_A__",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"cgaribay69",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Serge_0",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"22Mariangel",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"luludiazarteaga",0,0,6,6,6.77409632874178e-10,6.77603623723352e-10,6.77603623723352e-10,26
"edictaLuz",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"EjidioTorre",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"rafacontr",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"7Georchis7",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"rogegzz_18",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"LaPorra_TSaluda",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"lilianaiduarte",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"AguirreMo",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"schuster19",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"eartosz",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"laurivme",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"Nathi527",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"moy_ramosc",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"JAlejandro93TR",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"manuelnavarroga",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Lupitavle",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"anai_sarmiento",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"PanchoGarzaR",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"kikeroc",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"GcDenys",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"AHA_235",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"wasy56",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"rosa111fdz",0,0,4,4,6.77409632874178e-10,6.77550705692774e-10,6.77550705692774e-10,26
"samanthayya",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"grupofersoc",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"mageba04",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"fabians_a",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"sgt_pepper83",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"ricardodavila11",0,0,2,2,6.77409632874178e-10,6.77533067573878e-10,6.77533067573878e-10,23
"aurora_esparza",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,2
"BrizBt",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"latiadeya",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"pablitos02",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Antonio_Heber",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"roxys033",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"abogadotc",0,0,3,3,6.77409632874178e-10,6.77515431750357e-10,6.77515431750357e-10,23
"GerenciaCMIC_DF",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Taumariarus",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"DavidHerreraTor",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"iknum25",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"NormaNellyTrejo",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"gerardotorres02",0,0,2,2,6.77409632874178e-10,6.77533067573878e-10,6.77533067573878e-10,23
"EdgarCuanalo",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"martinlua1",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"sonianel",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Hugoerasmo",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"pamelafuentes22",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"stadelmannc",0,0,3,3,6.77409632874178e-10,6.77550705233699e-10,6.77550705233699e-10,21
"BetoBaezaAlor",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"EdgarGBenitez",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Athkiel",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"roytb81",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"morochotocho",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"Bsunny54",0,0,3,3,6.77409632874178e-10,6.77497796844914e-10,6.77497796844914e-10,23
"Ferminfes",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"monicaaguirre7",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"aral_mar",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"luisanayalanda",0,0,2,2,6.77409632874178e-10,6.77533067573878e-10,6.77533067573878e-10,21
"pptlacaeli",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"monk_go",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"nagavi70",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"68Cagd",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"gor565",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"jrjimjim",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"RaulSanshez",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"mariachristeena",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"RoxBonillaT",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"Patheer",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"jl_maldonado_r",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"jlucio26",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"apci22",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"AngieRuano",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"SusiQiiu",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"rcancinogo",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"alproyecto12",0,0,3,3,6.77409632874178e-10,6.77533068032929e-10,6.77533068032929e-10,23
"HS_Barboza",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"itamar112051",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"pepe_zg67",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"robertoclement7",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"florencia_limon",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"ChecoMerch",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"RubenHM2201",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"adriants26",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"moca732",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"rasolisr",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"karlanumick",0,0,3,3,6.77409632874178e-10,6.77533068032929e-10,6.77533068032929e-10,26
"angelcarlosgon1",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"johncruise12",0,0,3,3,6.77409632874178e-10,6.77515431750357e-10,6.77515431750357e-10,23
"ale_h76",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"gio_liego",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"joacogutie",0,0,3,3,6.77409632874178e-10,6.77550705233699e-10,6.77550705233699e-10,23
"Myrkooo",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"fggyhhhhhuy6opl",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"studio97_5",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"lau_gbar",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"hadaelda",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,30
"WolverineMora",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"jorg14ag",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"BermeoJazmin",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"CindySolis83",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Danielorteg2012",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Diego_sambrano",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"qiiqe_santacruz",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"Saul_Guarneros",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"diazf81",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"pepeguerra11",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Enrique_GarF1",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Bren_Munoz",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"sandranoeln",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"leonidesh63",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"Feralvareztoca",0,0,3,3,6.77409632874178e-10,6.77533068032929e-10,6.77533068032929e-10,23
"NoriegaBego",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"josefitc",0,0,4,4,6.77409632874178e-10,6.77533068491981e-10,6.77533068491981e-10,23
"cynpauv",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"IgnacioLen1",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Cayrell",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"GuaschJose",0,0,3,3,6.77409632874178e-10,6.77515432209384e-10,6.77515432209384e-10,3
"CastleGDM",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"MirzaAlzaga",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Tatanzot",0,0,3,3,6.77409632874178e-10,6.77515431750357e-10,6.77515431750357e-10,23
"gstruck1",0,0,2,2,6.77409632874178e-10,6.77533067573878e-10,6.77533067573878e-10,23
"unchindetodo",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"ErikaMilanB",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"roberto_sar",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"cMichael01",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Xavier_Saucedaa",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"ABN58",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"arisheazul",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"7rck",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"yogenialle",0,0,2,2,6.77409632874178e-10,6.7751543129133e-10,6.7751543129133e-10,23
"lizmon81",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"evelio111",0,0,3,3,6.77409632874178e-10,6.77515431750357e-10,6.77515431750357e-10,23
"marteran1",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"JavierReal2",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"galvent",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"bombyortiz",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"claudiazsamano",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"LupisTV_MX",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Evelin_Amaya",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"MCUETS",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"mcmm684",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"maliciamare",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"jose_esquivias",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"mayraanguiano2",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"GustavoRBL1",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"GerardoAku",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"info_isaack",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"quetzallo",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"xool_01",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"TIOChore",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"PerezRetiro1",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"eduardo97949187",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"beatriz3825524",0,0,4,4,6.77409632874178e-10,6.77568343811837e-10,6.77568343811837e-10,2
"Tizuzit",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"size1515",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"mark_ht",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"vigaflo17",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Maryfer920527",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"lpez_rodolfo",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"ElReyChipotle",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"victorSaravia30",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Diana_vucetich",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"sugarmama200",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"SilvaGla27",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"amin_glez",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"velderrain23",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"ashleyhra",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"jjcmoreno",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"lucio_aldo",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"caicer74",0,0,3,3,6.77409632874178e-10,6.77515431750357e-10,6.77515431750357e-10,23
"jorgebc_5",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"PrincesaSefora",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"AMANDAissel",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"yracemma",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"JoaquinCanoDgue",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"totetortuga",0,0,3,3,6.77409632874178e-10,6.77568343352739e-10,6.77568343352739e-10,21
"arambula_felipe",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"JAZENETHTORRES",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"memodelavegar",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"CesarCME",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"gilbert21123279",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Lilin65465629",0,0,3,3,6.77409632874178e-10,6.77497796844914e-10,6.77497796844914e-10,23
"Montkaiv",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"lapinkladybug",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"lotocha0528",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"jorgehdezgzm",0,0,3,3,6.77409632874178e-10,6.77497796844914e-10,6.77497796844914e-10,23
"gorduani",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"ma_delrefugio",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"MarisolMtz1970",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"addypalval",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"helenamata7676",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Felixmr13",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"faustinodelacru",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"arieldario2010",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"GerardoPateyro",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"magdabeatlic",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"jorgexel",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Iherrera_24",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"anglopalma78",0,0,2,2,6.77409632874178e-10,6.7751543129133e-10,6.7751543129133e-10,26
"guadalupermz27",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"VivoenSantaFe",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"alfredo_arenaza",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"alfredorg594",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"mariquin70",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"YessyYessC",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"ElmoOsuna",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"espaniaenmexico",0,0,2,2,6.77409632874178e-10,6.77480161939519e-10,6.77480161939519e-10,23
"nayeacesrdz",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"gusy_gutierrez",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"abrahamgarcia83",0,0,3,3,6.77409632874178e-10,6.77515431750357e-10,6.77515431750357e-10,23
"LeoEugenices",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"Borrokapr0troll",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"SALGUERITO09",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"GonzalezDgm",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"0512_martiux",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"RodoVillalobos7",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"rapull79",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"sofiaesther76",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"Jaimeceron4",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"Cristalacios",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"zyaniroga",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"Nestotina",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"bertotobos",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"quielbuena",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,23
"brayanh251",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"JessicaGarzaG",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
"luiber2502",0,0,1,1,6.77409632874178e-10,6.77480161021561e-10,6.77480161021561e-10,23
