"id","betweennessG","indegreeG","outdegreeG","totaldegreeG","inclosenessG","outclosenessG","totalclosenessG","com_mod"
"DianaEsther",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"AndreaOchoaSald",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Leylissima",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"rockben",0,0,12,12,6.77409632874178e-10,6.77621268271067e-10,6.77621268271067e-10,26
"paulipocket0308",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,9
"SritaMeow",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"sheylamelissa_",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"carlosanxez",0,0,3,3,6.77409632874178e-10,6.77462529329021e-10,6.77462529329021e-10,7
"ing_jpla",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"nietoap",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"JGVO_67",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"blanca_mar2004",0,0,6,6,6.77409632874178e-10,6.77533070328185e-10,6.77533070328185e-10,11
"lorenaguil",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"georgevidal",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"memonarvaez",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"andypandix",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"huraza",0,0,2,2,6.77409632874178e-10,6.77462528870066e-10,6.77462528870066e-10,12
"SisiScout",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"JosePerez94M",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Maquiaverick",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Quixote1847",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,22
"lito201",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Barbieroja",0,0,3,3,6.77409632874178e-10,6.77480162857478e-10,6.77480162857478e-10,4
"Angielix",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Carlitros85",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"GaLaViZ02",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"delgadillo_alex",0,0,3,3,6.77409632874178e-10,6.77515431750357e-10,6.77515431750357e-10,1
"JorgeAlfredo1",0,0,3,3,6.77409632874178e-10,6.77462529329021e-10,6.77462529329021e-10,2
"irmalicia",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"marianagc",0,0,9,9,6.77409632874178e-10,6.77621266893555e-10,6.77621266893555e-10,26
"YODEBUENAS",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"JFabioMoreno",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"wendyglezalv",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"rickrojo",0,0,6,6,6.77409632874178e-10,6.77550707529074e-10,6.77550707529074e-10,2
"OskMebarak",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"nekochik",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Pepe1807",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,22
"JorgeIsraelTF",0,0,2,2,6.77409632874178e-10,6.77462528870066e-10,6.77462528870066e-10,12
"Razcolnicov",0,0,4,4,6.77409632874178e-10,6.77480163316458e-10,6.77480163316458e-10,26
"twirlsedgwick",0,0,3,3,6.77409632874178e-10,6.77462529329021e-10,6.77462529329021e-10,9
"Apocalipsis_M",0,0,9,9,6.77409632874178e-10,6.77568347025530e-10,6.77568347025530e-10,14
"lilyaanamtz",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"aryjandra",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"omarbaruk",0,0,3,3,6.77409632874178e-10,6.77462529329021e-10,6.77462529329021e-10,11
"alexero007",0,0,6,6,6.77409632874178e-10,6.77585983767487e-10,6.77585983767487e-10,27
"mar_esquer",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Zerocolor",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Myr_C",0,0,2,2,6.77409632874178e-10,6.77480162398499e-10,6.77480162398499e-10,9
"Andres_Montoya_",0,0,5,5,6.77409632874178e-10,6.77515433586466e-10,6.77515433586466e-10,1
"TabataLegorreta",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"brunogniz",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"gil3387236",0,0,2,2,6.77409632874178e-10,6.77462528870066e-10,6.77462528870066e-10,12
"ebeteta",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"tonatiuhag",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"AleMSchulte",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"jcmag",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"j_cabruja",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,26
"Jc_jimenezM",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"siaff_240909",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,22
"ROSMAMAC",0,0,15,15,6.77409632874178e-10,6.77762429719535e-10,6.77762429719535e-10,26
"aaronjimenezpaz",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"apf69",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"erspmx",0,0,7,7,6.77409632874178e-10,6.77568346107332e-10,6.77568346107332e-10,1
"MauricioKuri",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"linarobleslujan",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"mike__herrera",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Soy_Rapidin",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"_AntonioGR",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"carlosfaboayuso",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"AlezOrtega",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"marthita_pachek",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"susajd",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"pitstopmoto",0,0,6,6,6.77409632874178e-10,6.77533070328185e-10,6.77533070328185e-10,7
"isramx",0,0,4,4,6.77409632874178e-10,6.77480163316458e-10,6.77480163316458e-10,26
"RPescador",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"abogadoUAEM",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,6
"daniel_fonzeka",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"ulisescu",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"RamZeRam",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"jearmo3",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"pinkhopes",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"chuy_cuantico",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,6
"ismaelmarc",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"HDeLaCruzO",0,0,12,12,6.77409632874178e-10,6.77709486423551e-10,6.77709486423551e-10,16
"YvARthiC",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"RocKmabeL",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"CandyZamacona",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,8
"CesarMuzi",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"jgaboglez",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"M3xican__Gam3R",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"lucero_miranda",0,0,5,5,6.77409632874178e-10,6.77568344270936e-10,6.77568344270936e-10,14
"erickidc",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"CarlosMillan_13",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,9
"indirasan",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"josecarlosmtzJR",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"evyfh",0,0,3,3,6.77409632874178e-10,6.77515431750357e-10,6.77515431750357e-10,1
"andresg747",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"JoseBallester0s",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"onlysonyc",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"lunini",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Mapegu1",0,0,4,4,6.77409632874178e-10,6.77480163316458e-10,6.77480163316458e-10,26
"calanif",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"gabyzo",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Jf_Alp",0,0,9,9,6.77409632874178e-10,6.77674194110103e-10,6.77674194110103e-10,26
"ManoloLMoreno",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"patynm",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"diegodelunamx",0,0,17,17,6.77409632874178e-10,6.77797728927144e-10,6.77797728927144e-10,26
"efrenosorio",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,14
"C_I_N_L",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"RoGeLi0",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"angeleuan",0,0,7,7,6.77409632874178e-10,6.77568346107332e-10,6.77568346107332e-10,26
"juliottesc",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Alejanosi",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"ruletachina",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"patyluaguilar",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Abscorp",0,0,4,4,6.77409632874178e-10,6.77497797762921e-10,6.77497797762921e-10,10
"robertomonroy1",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"razamoros",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"daniaguva",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"MariaVargasPion",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"j_ruelasUrban",0,0,5,5,6.77409632874178e-10,6.77533069869134e-10,6.77533069869134e-10,14
"hebertalvareztv",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"alekxandr_s",0,0,2,2,6.77409632874178e-10,6.77462528870066e-10,6.77462528870066e-10,14
"SoyClausa",0,0,2,2,6.77409632874178e-10,6.77497796844914e-10,6.77497796844914e-10,23
"gonzalez_nick7",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"fmrf",0,0,2,2,6.77409632874178e-10,6.77462528870066e-10,6.77462528870066e-10,12
"Rosariodf",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"victor_galicia",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Mikestorres",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,9
"SekhmetM",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"RENE_ESCALONA",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"alvarmat",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"AngelGHZ",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"TonyPocket",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Rujiana",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,16
"MiguelRicci",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Arq_Sid",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"scgvidas",0,0,6,6,6.77409632874178e-10,6.77550707529074e-10,6.77550707529074e-10,2
"the__corn",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"salc1387",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"jorgemariomata",0,0,10,10,6.77409632874178e-10,6.77674194569345e-10,6.77674194569345e-10,26
"Kru_GG",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"salasgarre",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"skualochilang",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Maruahu",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Ennaniuxx",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Jogarte",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Rosienid",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"elsarosalesc",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,22
"Jeliniux",0,0,7,7,6.77409632874178e-10,6.7758598422661e-10,6.7758598422661e-10,1
"alefgea",0,0,6,6,6.77409632874178e-10,6.77533070328185e-10,6.77533070328185e-10,26
"anajlm",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Giorgio_Scanesi",0,0,2,2,6.77409632874178e-10,6.77462528870066e-10,6.77462528870066e-10,14
"Mapacheche",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"MiAngel_Millan",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"TOVAR2705",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"SANDUEI",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,13
"Akarenia",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"h1r0alex",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"selunita",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Intelligensmx",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"danielviar",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"jessypatt24",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"gloriabeltran",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"CristinaUrrutia",0,0,3,3,6.77409632874178e-10,6.77515432668412e-10,6.77515432668412e-10,23
"navarritayo",0,0,3,3,6.77409632874178e-10,6.77480162857478e-10,6.77480162857478e-10,2
"claus67",0,0,4,4,6.77409632874178e-10,6.77533069410083e-10,6.77533069410083e-10,14
"JuanchoTwitt",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"davido1984",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"iTatacito",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"uwevanderwolf",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,11
"GuadalupeAcosta",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Ry_Nld",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"AriHalls",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"avieu",0,0,3,3,6.77409632874178e-10,6.77533068951032e-10,6.77533068951032e-10,23
"diegogx95",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"martukish",0,0,3,3,6.77409632874178e-10,6.77515431750357e-10,6.77515431750357e-10,23
"Marcovblanco",0,0,4,4,6.77409632874178e-10,6.77550706610924e-10,6.77550706610924e-10,14
"MariaESalinas",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"gabyokal",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"solelvira",0,0,3,3,6.77409632874178e-10,6.77462529329021e-10,6.77462529329021e-10,14
"jessi_ceci",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Rwddael",0,0,3,3,6.77409632874178e-10,6.77462529329021e-10,6.77462529329021e-10,9
"ctp_jasso",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"aldrinmartinez",0,0,9,9,6.77409632874178e-10,6.7763890868658e-10,6.7763890868658e-10,26
"manuelrv22",0,0,2,2,6.77409632874178e-10,6.77462528870066e-10,6.77462528870066e-10,3
"PotterLatina",0,0,2,2,6.77409632874178e-10,6.77462528870066e-10,6.77462528870066e-10,12
"AlexDial",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Luxy57",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"LilmonAzucarada",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"anaImbert",0,0,2,2,6.77409632874178e-10,6.77462528870066e-10,6.77462528870066e-10,3
"JuanCarrasco76",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"leobardorj",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,15
"Sebas_SS",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"JJuanRosales",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"sarceyad",0,0,11,11,6.77409632874178e-10,6.77656552316671e-10,6.77656552316671e-10,3
"cortz69",0,0,3,3,6.77409632874178e-10,6.77462529329021e-10,6.77462529329021e-10,7
"anafea_oe",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"politicosmex",0,0,4,4,6.77409632874178e-10,6.77480163316458e-10,6.77480163316458e-10,14
"machuy74",0,0,8,8,6.77409632874178e-10,6.77656550020579e-10,6.77656550020579e-10,2
"rodrovalencia",0,0,7,7,6.77409632874178e-10,6.77585985144856e-10,6.77585985144856e-10,3
"identificarte",0,0,3,3,6.77409632874178e-10,6.77480162857478e-10,6.77480162857478e-10,7
"claudiaesamor",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,7
"JoseJHM19",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"carpinteyronews",0,0,4,4,6.77409632874178e-10,6.77497797762921e-10,6.77497797762921e-10,26
"adrianojedacast",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"eddimen",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"mikefigueroa10",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"elamgonzalez",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"jlmartinezcaz",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"asinju",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"MMARTIKAS",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"canibal6669",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"juanmapregunta",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,14
"danyfigo",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"arana123",0,0,8,8,6.77409632874178e-10,6.77550708447224e-10,6.77550708447224e-10,26
"SIMITRIOH",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Partisano123",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,9
"Y2Petrov",0,0,2,2,6.77409632874178e-10,6.77462528870066e-10,6.77462528870066e-10,12
"_FerFarias",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"IrvinCG_95",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,10
"maparose",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"brucehinojosa",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"_El_Memo",0,0,2,2,6.77409632874178e-10,6.77462528870066e-10,6.77462528870066e-10,12
"Jesczmex",0,0,4,4,6.77409632874178e-10,6.77550705692774e-10,6.77550705692774e-10,23
"OsItOPhAnToM",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"esojsiulmx",0,0,8,8,6.77409632874178e-10,6.77550708447224e-10,6.77550708447224e-10,4
"rober_hernandez",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,6
"oscar_mario",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,22
"AfroditaOpina",0,0,6,6,6.77409632874178e-10,6.77515434045493e-10,6.77515434045493e-10,26
"isaacbarrios",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,9
"Chimol3ro",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,6
"VerumIus",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,10
"lalscadenasr",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"PacoOscar",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"jet1403",0,0,11,11,6.77409632874178e-10,6.77638909604969e-10,6.77638909604969e-10,26
"javitodf",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"Mutaito09",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"YoungElmer",0,0,4,4,6.77409632874178e-10,6.77533069410083e-10,6.77533069410083e-10,12
"gdelrivero",0,0,3,3,6.77409632874178e-10,6.77533068951032e-10,6.77533068951032e-10,23
"patotutas",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"NestorNucamendi",0,0,2,2,6.77409632874178e-10,6.77497795926908e-10,6.77497795926908e-10,1
"ULTRALEX80",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"juvergar",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"ameba50d4",0,0,4,4,6.77409632874178e-10,6.77480163316458e-10,6.77480163316458e-10,8
"Jorgedelgadoo",0,0,3,3,6.77409632874178e-10,6.77480162857478e-10,6.77480162857478e-10,15
"antonio2337",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,9
"gleznevGA05",0,0,3,3,6.77409632874178e-10,6.77462529329021e-10,6.77462529329021e-10,10
"CarlosdMetal",0,0,4,4,6.77409632874178e-10,6.77480163316458e-10,6.77480163316458e-10,26
"monybm",0,0,4,4,6.77409632874178e-10,6.77497797762921e-10,6.77497797762921e-10,16
"IsraelGranger",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"masheliita",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"GabyNoriega",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"gustavo_p_s",0,0,7,7,6.77409632874178e-10,6.77603625100792e-10,6.77603625100792e-10,7
"poeta_azul",0,0,2,2,6.77409632874178e-10,6.77444896259544e-10,6.77444896259544e-10,26
"ElPerroVato",0,0,3,3,6.77409632874178e-10,6.77462529329021e-10,6.77462529329021e-10,16
"adrianoversare",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"DRASAY",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"EdieeRoots",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"angelcaido_yo",0,0,3,3,6.77409632874178e-10,6.77497797303918e-10,6.77497797303918e-10,2
"_Lorena_diaz_",0,0,4,4,6.77409632874178e-10,6.77497797762921e-10,6.77497797762921e-10,3
"AnniMaciasM",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"E_Lamas",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"dominomoon",0,0,5,5,6.77409632874178e-10,6.77497798221924e-10,6.77497798221924e-10,4
"geraldinoop",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"marianasnowflke",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"mivozmimundo",0,0,5,5,6.77409632874178e-10,6.77533069410083e-10,6.77533069410083e-10,23
"Nadia_RJ",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"MAADXolotl",0,0,4,4,6.77409632874178e-10,6.77533068491981e-10,6.77533068491981e-10,1
"carolirfe",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"beasadrian",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
"razzroach",0,0,1,1,6.77409632874178e-10,6.77427264107953e-10,6.77427264107953e-10,9
